0,34.25505951729409,63.6400689635782,[112]
1,90.52208235554504,97.2712596860506,[]
2,42.852960121628534,37.081105270917334,[72]
3,23.796861523635016,0.5981004321354177,[15]
4,27.76733049109201,72.76978766017615,[]
5,95.47002075909026,78.34223393971543,[]
6,13.64220001805071,69.47401656861774,[101]
7,99.0665216056853,63.65378004836379,[]
8,76.03191854758992,27.553019091892683,[]
9,55.517605102140244,12.379555533239051,[117]
10,98.09487955567519,6.481269738790907,[]
11,33.16060967576853,71.32542557125635,[]
12,8.483940182786043,71.55020719515352,[111]
13,26.57372012563868,41.618363843114196,[]
14,60.03128832999004,57.826983624073094,[153]
15,25.376634884430814,1.2338380402617033,[3]
16,83.92324278172306,14.703353407584318,[]
17,55.78829322429036,25.070397026729317,[193,194,125]
18,7.283017574809425,32.74676862544737,[]
19,57.51793121378523,68.39490370092301,[]
20,53.42724934865352,96.06958141240072,[177]
21,66.47596021031312,60.048128724851644,[42]
22,53.53465001385674,48.06125218928281,[172]
23,9.826217754197453,85.49190733776722,[89]
24,86.0628778046702,6.082272978057479,[]
25,84.06142726837254,26.595423211253944,[]
26,25.97231663123124,11.59749719412716,[]
27,79.06869693023492,64.99964623105727,[]
28,29.663153548912092,56.230427908504,[185]
29,31.562213828580443,48.96527231846844,[]
30,3.5047712806292375,81.3489478124138,[]
31,39.795321199786734,69.80099244421567,[]
32,3.9341492531463462,9.046856788438939,[]
33,48.12435565872251,93.28530748128235,[]
34,95.32260015304979,25.764525873842782,[]
35,14.781851672209513,43.93648446603139,[]
36,48.157866860546186,6.295833461879008,[]
37,9.126719374983184,45.5516703435259,[]
38,94.56118945570798,35.55750410995788,[126]
39,45.674339914464504,80.12762497172335,[]
40,70.75670097387192,58.25084498569871,[]
41,51.36954119994601,39.091864489252146,[]
42,66.83307651752413,62.42478452208616,[21]
43,79.85063031406926,5.714476902843102,[]
44,72.9850829576556,81.95304587988893,[]
45,31.862825520918303,25.637252955187517,[50]
46,58.395306928854204,85.0671806850135,[]
47,14.514546305325403,93.64818620131608,[187]
48,44.01396952651267,1.3410551612489496,[]
49,73.73021980264858,9.145780127126912,[186]
50,33.71744900786147,27.901385127684975,[45]
51,64.03837049363297,30.179068846145885,[113]
52,49.673750557264626,47.14270819766616,[]
53,77.74398427115023,86.51556554081726,[128]
54,77.21582338114393,82.85417664487798,[128]
55,41.569214184069594,95.8808733917453,[195]
56,62.12126448391263,19.41940857522092,[85]
57,3.006706450312613,64.32999512866071,[]
58,18.919669751533196,9.62955985700792,[]
59,70.91496756037327,41.651854421244536,[107]
60,2.6964714262299516,0.6536912702122533,[]
61,45.29535140086488,45.77493135574947,[]
62,68.83478703399504,14.839400067652974,[118]
63,69.72538057196539,66.33327779949519,[158]
64,95.2344895473482,32.270604320381224,[]
65,66.58330742912834,6.868671511853863,[]
66,69.77031752354192,35.388233069970674,[116]
67,69.98395459928201,27.58597600278483,[]
68,52.09853808558318,92.48358063713044,[177]
69,54.25602184041305,6.145262936888307,[]
70,3.39429695776422,76.50283902862502,[]
71,66.82624040359153,42.66559750678074,[]
72,40.19948734046855,38.35538852656482,[2]
73,13.535867878043096,96.93182903339299,[]
74,9.28358525853582,79.79721314973914,[]
75,11.70019039407022,60.737143922801806,[]
76,99.26758215504323,99.96477668179774,[]
77,21.631878401059236,36.36049323687228,[]
78,1.7338005605592732,21.763572184381953,[]
79,90.8841569930236,13.3694649409689,[]
80,9.641998196167235,39.56948640590851,[]
81,97.12993603257745,10.255570443746587,[]
82,94.09490185868633,68.08000489118821,[]
83,55.37819779801194,74.85028167353323,[]
84,31.843848983918132,13.656204359685887,[]
85,63.13908438911642,18.03661083258481,[56]
86,65.39802127499541,34.125392837633214,[]
87,93.18429645810336,88.96240920199077,[]
88,65.1982545430689,0.7681203979046147,[]
89,7.709561298743306,86.77794695192252,[150,23]
90,29.03918755227147,27.09225213387083,[]
91,59.99110706389058,43.86179138959179,[162]
92,97.77111123438308,83.00067496414101,[]
93,70.03818211050586,8.565355087365024,[]
94,88.28554251992794,70.08806957953412,[155,110]
95,9.278892808313577,1.6979390416413498,[178]
96,44.88619375529568,94.05617774420986,[195]
97,5.976712000961292,20.290455704248554,[]
98,88.36971970616447,33.615815854903666,[]
99,87.86022871996347,14.617459726063487,[]
100,98.48818639940612,71.74785299096392,[]
101,11.358826323005978,70.02350346663562,[6]
102,99.93796225548408,24.82422190282987,[]
103,87.87213997096774,83.79124425959306,[]
104,34.61730511173248,77.84400141617759,[]
105,6.661318019383355,39.10514320014406,[]
106,93.61763218902797,9.918457174388939,[]
107,71.23526269746732,43.105972095035916,[59]
